,股票编号,年份（年末）,交易日平均价,预增或预减,超涨或超跌,次新股,每股资本公积(元/股)+每股未分配利润(元/股),每股现金流量净额(元/股),实收资本(或股本),每股收益(期末摊薄，元/股),每股净资产(元/股),营业总收入同必增长(%),近两年送转比例,上市时间,是否高转送
10104,1444,4,-0.3912328326117186,0,0,0,0.549056338556402,-0.1126110036435056,-0.10321699356359347,0.08757704802382522,0.4825225439835555,-0.008201471463298152,1.0256179173918751,-0.553187624522802,0
10105,1444,5,0.4244048792342281,0,0,0,-0.34276470090570543,0.05826181236987718,-0.07448423244604542,-0.3342713262789765,-0.3309459682954157,-0.009045591860052658,1.0256179173918751,-0.4122831806918532,0
10106,1444,6,0.2594899433485922,0,0,0,-0.3206436245072427,-0.08404329732423729,-0.07448423244604542,-0.3296617740747513,-0.3070716944327607,-0.008475403613077331,-0.44886140929650725,-0.27137873686090436,0
10107,1444,7,-0.22397611005019316,0,0,0,-0.3196591786989341,-0.09074070565219855,-0.07448423244604542,-0.4521866455677046,-0.2389352747421993,-0.008346184442654943,-0.44886140929650725,-0.1304742930299555,0
10113,1445,6,1.0314106756615968,0,0,0,0.3296696947459937,0.19843323445508362,-0.11013399258873512,0.5579000680871885,0.26530454750619287,-0.00859062548295172,0.05246156177754274,-1.2577098436775462,0
10114,1445,7,0.5455015568931796,0,0,0,0.07779633926140307,-0.3041094665429991,-0.10358926396101319,0.4129222165026866,0.052406657727787076,-0.008704254993695947,0.40633660018275447,-1.1168053998465974,0
10120,1446,6,2.6697859145860234,1,1,0,0.6359192039953917,0.9552403755147036,-0.12430644660519485,0.21857754776325714,0.5428019275140261,-0.008782877339252525,-0.5815645486984616,-1.2577098436775462,1
10121,1446,7,0.5319335851095147,1,1,0,0.9617128579685627,-0.27903863713833,-0.12392467076857774,0.3381285146083231,0.6337010146651717,-0.007486746478656166,0.30312304731456763,-1.1168053998465974,0
10126,1447,5,1.5556416148398582,0,1,0,-0.49486157828937644,0.5783481670412035,-0.11558793311183671,-0.2539759007860216,-0.5045586772733681,-0.008788541809012618,-0.6700333082997646,-1.2577098436775462,0
10127,1447,6,1.0121853099158074,0,1,0,-0.41900134247265874,-0.5709389558569946,-0.11558793311183671,-0.11910932500433635,-0.42257770512065335,-0.008326201108561339,-0.5078405823640425,-1.1168053998465974,0
10128,1447,7,0.3568078066241324,0,1,0,-0.35330406191230285,-0.08025007490840085,-0.11558793311183671,-0.05100690856771908,-0.3523443915352768,-0.008623360057924485,-0.31615826989455287,-0.9759009560156485,0
10135,1448,7,0.821057403359576,0,0,1,0.6495856281577927,0.7626750688107561,-0.12415841107671066,0.47507682364352954,0.5356775410280276,-0.007961458108971056,-0.5963093419653455,-1.2577098436775462,0
10136,1449,1,1.4614187487545796,0,1,0,2.2410291401540032,4.4998289158131275,-0.11948360491405215,1.3635308371998356,1.9349120996345313,-0.008923694449669515,0.1409303213788456,-1.2577098436775462,0
10137,1449,2,0.6199547866545218,0,1,0,2.273631668982104,-1.7046383053901148,-0.11948360491405215,0.06125799189002329,1.9749299301090768,-0.008678047545177087,-0.22768951029324996,-1.1168053998465974,0
10138,1449,3,0.6714302967096702,0,1,0,2.359452180035826,-0.1017054891979758,-0.11948360491405215,-0.04788430868743752,2.059538335575777,-0.008365901868233609,-0.6110541352322293,-0.9759009560156485,0
10139,1449,4,1.0086488046367243,0,1,0,2.409137739066928,-1.2579863659253723,-0.11948360491405215,-0.26884542402545775,2.1090300842497887,-0.008130340935552002,-0.6405437217659969,-0.8349965121846997,0
10140,1449,5,3.031227508205434,0,1,0,2.4874011808274576,-1.1144366051260617,-0.11948360491405215,-0.11331021094095625,2.1900005051278937,-0.008016921678052144,-0.6405437217659969,-0.6940920683537508,0
10141,1449,6,2.9051102014772985,0,1,0,2.5109120630729445,0.5216869072046464,-0.11948360491405215,-0.44192667453249374,2.225369799739234,-0.007978794725753175,-0.6656098703196994,-0.553187624522802,0
10142,1449,7,0.9902869680724347,0,1,0,2.438989610489461,-0.06359545773886892,-0.11948360491405215,-0.8340360023564233,2.1500332022170783,-0.00835899443076415,-0.7245890433872347,-0.4122831806918532,0
10143,1450,1,-0.6178884533288851,0,1,0,-0.5602403616764561,-0.40812673747726436,-0.0691391566272836,-0.34140869743390584,-0.4532479363050588,-0.009875696404502305,-0.5963093419653455,1.2785701452795328,0
10144,1450,2,-0.6898140489928914,0,1,0,-0.5368742508733678,-0.3092066091642793,-0.0691391566272836,-0.41545892316629757,-0.4323295249206373,-0.008071581337669463,-0.5963093419653455,1.4194745891104816,0
10145,1450,3,-0.6360439892813265,0,1,0,-0.47882090247164305,0.20649383208873612,-0.0691391566272836,-0.20222995991278406,-0.38296409515595187,-0.007232343144927612,-0.5225853756309263,1.5603790329414307,0
10146,1450,4,-0.5279643274118804,0,1,0,-0.3057321659402161,-0.3269873392385127,-0.0691391566272836,0.11835696112945791,-0.08290615794245629,-0.00884156273010764,-0.3751374429620881,1.7012834767723795,0
10147,1450,5,0.3446845841004987,0,1,0,-0.2840164495804688,0.22249648915554618,-0.0691391566272836,-0.2303333588353183,-0.05339806072385215,-0.007802778748661019,-0.40462702949585583,1.8421879206033283,0
10148,1450,6,0.028474987126020514,0,1,0,-0.06532470869357232,1.1919611619029975,-0.0691391566272836,0.704810957692817,0.1513396275120802,-0.007886428620325627,-0.22768951029324988,1.983092364434277,1
10149,1450,7,0.08412931261129164,0,1,0,0.43132820159809154,0.4462966116898969,-0.0691391566272836,2.513242374073034,0.624277624029436,-0.009897803914755945,0.5876975573654255,2.123996808265226,0
10150,1451,1,-0.6955816380370835,0,1,0,0.8632103685607482,1.7631967500878685,-0.12565590731748227,-0.030189576032508623,0.8109517082317192,-0.008735264255281086,-0.3426988977749437,-1.2577098436775462,0
10151,1451,2,-0.7031665678020569,0,1,0,0.7454822316024374,-1.031044981077907,-0.12502652258111635,-0.1124180395465901,0.7047427692702362,-0.00889368079903566,-0.4975192270772238,-1.1168053998465974,1
10152,1451,3,-0.4117476573390337,0,1,0,0.8259751535759013,-0.31525205738951867,-0.12502652258111635,-0.1084032682719424,0.7838941978540436,-0.008546568152377717,0.8236142496355665,-0.9759009560156485,0
10153,1451,4,-0.2109536671884417,0,1,0,-0.19451874388982962,0.25213103927926844,-0.11810329048109118,-0.3304052502367231,-0.1707483274879076,-0.007698094276680956,0.8014970597352409,-0.8349965121846997,0
10154,1451,5,0.4281306524334661,0,1,0,-0.6400673350148877,0.38945754455259757,-0.092162713171063,-0.49530826296206926,-0.6055885409524763,-0.009392571552453129,-0.706895291466974,-0.6940920683537508,0
10155,1451,6,0.011188396635152179,0,1,0,-0.6115473608624193,0.3061251896046905,-0.092162713171063,-0.44296754115925424,-0.57741942417273,-0.008502013016328077,-0.7127932087737276,-0.553187624522802,0
10156,1451,7,-0.16153373769256743,0,1,0,-0.5771207118600997,-0.5686867300475917,-0.092162713171063,-0.40460417120150916,-0.5434901651277081,-0.007665056689679538,-0.706895291466974,-0.4122831806918532,0
10157,1452,1,-0.2994281309469174,0,0,0,-0.09259964844141504,-0.6056113795017498,-0.09131010644043014,-0.24029593940574046,-0.10683095936884188,-0.008138540812082443,-0.44886140929650725,-0.27137873686090436,0
10158,1452,2,-0.2817960316762697,0,0,0,-0.0881985965925062,-0.39247969501193897,-0.09131010644043014,-0.4166484850254525,-0.10076765172118346,-0.0064492332925541965,-0.44886140929650725,-0.1304742930299555,0
10159,1452,3,-0.45423372284559677,0,0,0,-0.11327301041589463,-0.3652751779983619,-0.09131010644043014,-0.5799158501944606,-0.1189323108822933,-0.008957576141607889,-0.44886140929650725,0.010430150800993335,0
10160,1452,4,-0.41162769033449,0,0,0,-0.25682837269806497,-0.31673378489570475,-0.09131010644043014,-1.2087479879902125,-0.24272484202198583,-0.009078484124958703,-0.5963093419653455,0.15133459463194218,0
10161,1452,5,-0.09926418140014881,0,0,0,-0.18649840598096293,0.010550186670684273,-0.09131010644043014,-0.19613345538461527,-0.16746403584542577,-0.008659665846092068,-0.6257989284991131,0.292239038462891,0
10162,1452,6,-0.2950627685433639,0,0,0,-0.27886258623108867,-0.01404648993200524,-0.09131010644043014,-0.9755938635958549,-0.2456049131546236,-0.009459667073083055,-0.6257989284991131,0.43314348229383987,0
10163,1452,7,-0.5047865856538203,0,0,0,-0.2431619485356639,-0.44748142004156755,-0.09131010644043014,-0.4049015616662979,-0.21187776436452366,-0.008624612301512279,-0.6700333082997646,0.5740479261247887,0
10171,1454,1,-0.6498112969286308,0,0,0,-0.9252381222510908,-0.5707611485562523,-0.12016924315124207,-0.607275772955023,-0.8818479956489125,-0.0114423335237784,-0.7437572746341837,1.137665701448584,0
10172,1454,2,-0.5080481651305601,0,0,0,-0.9514996619021453,-0.2039446871248177,-0.12016924315124207,-0.755227529187412,-0.9047622458006882,-0.009309567900319012,-0.7437572746341837,1.2785701452795328,0
10173,1454,3,-0.5250967779871575,0,0,0,-0.9462589356873264,-0.13353299603085353,-0.12016924315124207,-0.5935958115747417,-0.9002147650649445,-0.008444675719804513,-0.7437572746341837,1.4194745891104816,0
10174,1454,4,-0.2236785037024968,0,0,0,-0.9344166316991441,-0.26327305647250976,-0.12016924315124207,-0.5593959081240388,-0.8898566145001946,-0.008351950947077746,-0.7437572746341837,1.5603790329414307,0
10175,1454,5,0.9309083026448597,0,0,0,-0.8899138903059016,0.4001259825971376,-0.12016924315124207,-0.39181638121559415,-0.8510261817733156,-0.00865617193188415,-0.7437572746341837,1.7012834767723795,0
10176,1454,6,1.3310646774841317,0,0,0,-0.8839203525906114,0.18136373358381963,-0.12016924315124207,-0.5910679926240376,-0.8501419494080321,-0.0031214778949189784,-0.7437572746341837,1.8421879206033283,0
10177,1454,7,0.3675949286355445,0,0,0,-0.7436078706181632,-0.7640969535634167,-0.12016924315124207,0.10021614277734582,-0.7233682920082408,0.002162455136580407,-0.7437572746341837,1.983092364434277,0
10182,1455,5,0.7972388679062758,0,0,0,-0.462143232307357,-0.04652595686760487,-0.12353613827878687,-0.004911386525467261,-0.6466927140472273,0.0,-0.7437572746341837,0.9967612576176352,0
10183,1455,6,0.24312160984291362,0,0,0,-0.41121263887162934,1.0866399707632883,-0.05551819533734038,-0.13100494359588521,-0.36965008211296857,-0.007116821354984051,-0.7437572746341837,1.137665701448584,0
10184,1455,7,-0.32619725918103654,0,0,0,-0.3950271916114975,-0.6058484559027395,-0.05551819533734038,0.019474631587207955,-0.41232060968336454,-0.00536949939980699,-0.7437572746341837,1.2785701452795328,0
10185,1456,1,0.18594706310733025,1,0,0,1.5447074565065821,3.5108054399840194,-0.12018300920877611,1.2213781950308265,1.4704374700420322,-0.007784285739034864,5.154160032119345,-0.8349965121846997,0
10186,1456,2,-0.15440669629309778,1,0,0,-0.10481835817983287,-0.46265430970491334,-0.1084162637364107,-1.0257041569127543,-0.06792473529636711,-0.009192787682868705,2.2052013787425806,-0.6940920683537508,0
10187,1456,3,-0.21174137532626644,1,0,0,-0.33790038044112203,-0.788278746464374,-0.1084162637364107,-1.8285097166099085,-0.2712981793115761,-0.009344448295168145,-0.7437572746341837,-0.553187624522802,0
10188,1456,4,-0.17930746164882835,1,0,0,-0.2776465061149428,-0.5939353667530032,-0.1084162637364107,-0.31181834618742804,-0.21874951303186987,-0.008248732063889323,-0.7437572746341837,-0.4122831806918532,0
10189,1456,5,0.46660785963305457,1,0,0,-0.580103003573505,-0.35259159054540873,-0.1084162637364107,-2.17363135099722,-0.4826549783962021,-0.00958305789989312,-0.7437572746341837,-0.27137873686090436,0
10190,1456,6,0.9666475080125114,1,0,0,-0.43269672092353945,0.07539058234138865,-0.1084162637364107,0.1367951699463586,-0.3540118011383829,-0.007095341512504046,-0.7437572746341837,-0.1304742930299555,0
10191,1456,7,0.08663564985973941,1,0,0,-0.7112080218094202,-0.3251499971308419,-0.1084162637364107,-2.0506603938070835,-0.597049382682024,-0.009587995759176347,-0.7437572746341837,0.010430150800993335,0
10192,1457,1,-0.17490406926261656,-1,0,0,-0.010311560582212045,1.3030314557667084,-0.08490562199758797,0.5882338954956381,0.20601045146846686,-0.0075813264270685535,-0.5668197554315778,0.8558568137866863,0
10193,1457,2,-0.14475820818662885,-1,0,0,0.2998757319004202,2.1022160035032513,-0.07708856695926249,0.28816691652381793,0.4703201373426429,-0.009313247332095492,-0.5078405823640425,0.9967612576176352,0
10194,1457,3,-0.1769789853225066,-1,0,0,0.43237055598335905,2.277771078436182,-0.07708856695926249,0.6292737796364818,0.6189974936196001,-0.008168498807445732,-0.44886140929650725,1.137665701448584,0
10195,1457,4,0.6097992620064583,-1,0,0,0.5509383673075802,-3.7639431934875773,-0.07708856695926249,0.5238488598688799,0.7900838244110281,-0.00899826632831249,-0.5225853756309263,1.2785701452795328,0
10196,1457,5,1.3896896589562133,-1,0,0,0.6545368114878153,2.7229412903947385,-0.07708856695926249,0.3467528380871961,0.9596543282905415,-0.008720837172365915,-0.5963093419653455,1.4194745891104816,0
10197,1457,6,0.8428620461430514,-1,0,0,0.8046358429663893,2.7346765722437327,-0.07708856695926249,0.5296479739322599,1.196047535203624,-0.008829436065042636,-0.5889369453319035,1.5603790329414307,0
10198,1457,7,0.7251346994448226,-1,0,0,1.191001868439016,-1.7995874039865212,-0.07708856695926249,1.9141492827561537,1.523365093049717,-0.009023088578986087,-0.3530202530617624,1.7012834767723795,0
10199,1458,1,0.47729720219032173,0,0,0,0.004947349446570409,-0.2839579724588679,-0.021593257364106007,0.03255981203791167,0.014839414094170235,-0.008539830772679441,-0.7437572746341837,0.5740479261247887,0
10200,1458,2,0.2417415177909357,0,0,0,0.007176829659504427,0.06407018419412673,-0.021593257364106007,-0.5941905925043193,0.01769422144494281,-0.00834893010266966,-0.7437572746341837,0.7149523699557375,0
10201,1458,3,-0.23002712686976678,0,0,0,-0.2992464053207717,-0.5059207528855478,-0.021593257364106007,-2.19102869318736,-0.25290614611367895,-0.00813629604950284,-0.7437572746341837,0.8558568137866863,0
10202,1458,4,0.2521302704210061,0,0,0,-0.28416122102286706,-0.47681962466405264,-0.021593257364106007,-0.5434855182578422,-0.23208878985671838,-0.008079342155954307,-0.7437572746341837,0.9967612576176352,0
10203,1458,5,0.16351062815801343,0,0,0,-0.27929690055828366,-0.14402362677465122,-0.021593257364106007,-0.5931497258775588,-0.28089841642036856,-0.009123540158443461,-0.7437572746341837,1.137665701448584,0
10204,1458,6,0.0999815332443297,0,0,0,-0.2373131822627718,0.13122207477448147,-0.021593257364106007,-0.4068345996874246,-0.21743579637487725,-0.008700121043876491,-0.7437572746341837,1.2785701452795328,0
10205,1458,7,0.1362365701755856,0,0,0,-0.08811173372706728,-0.40646720267033587,-0.021593257364106007,-0.37769033413812986,-0.11443535771028013,-0.008952990765704931,-0.7437572746341837,1.4194745891104816,0
10206,1459,1,-0.19144932985330781,1,0,0,-0.5664076251226243,-0.04451080745919176,-0.03023205964679655,-0.046694746828282674,-0.5024365195966877,-0.007818442615366605,-0.5668197554315778,0.5740479261247887,0
10207,1459,2,-0.4681803284910044,1,0,0,-0.49075006932526427,-0.22510375591315546,-0.03023205964679655,-0.0939798307296894,-0.4280094182216807,-0.007554444931383918,-0.49309578909715873,0.7149523699557375,0
10208,1459,3,-0.5064535582206645,1,0,0,-0.4413250988904791,-0.17543624990579687,-0.03023205964679655,-0.14037274323673,-0.37538496059637877,-0.008713493768610334,-0.5815645486984616,0.8558568137866863,0
10209,1459,4,-0.2824630561888146,1,0,0,-0.372732389482157,0.008594306362518603,-0.03023205964679655,-0.23122553022968445,-0.30926964345503694,-0.007664889723867832,-0.6257989284991131,0.9967612576176352,0
10210,1459,5,-0.22556529403336736,1,0,0,-0.33946391201902393,0.005393774949156585,-0.03023205964679655,-0.3002201180606679,-0.27506248280949736,-0.008623848587521698,-0.5225853756309263,1.137665701448584,0
10211,1459,6,-0.3240787124602938,1,0,0,-0.3115519779246285,-0.25930202675593095,-0.03023205964679655,-0.3452747734761592,-0.24600913366446744,-0.00884043107293941,-0.552074962164694,1.2785701452795328,0
10212,1459,7,-0.137180311385196,1,0,0,-0.2630824990096722,-0.14835027109271468,-0.03023205964679655,-0.24356723451841636,-0.19714897953708688,-0.006207878027814503,-0.5373301688978102,1.4194745891104816,0
10213,1460,1,-0.7477479800856057,0,0,0,0.34191735877289126,0.3495101709858199,-0.12498429349878035,-0.09725112584236532,0.24868097903886288,-0.007676846331161655,-0.15396554395883078,-1.2577098436775462,0
10214,1460,2,-0.7757838300310705,0,0,0,0.4080199993719624,-0.5365628777134768,-0.12498429349878035,0.08980747650974064,0.3187374461511826,-0.007522381311617452,-0.0065176112899926,-1.1168053998465974,0
10215,1460,3,-0.7319720163952824,0,0,0,0.15999756425516704,0.15872293728929576,-0.1235912012623081,-0.25932892915221867,0.10323738684065674,-0.007611033973714282,-0.15396554395883078,-0.9759009560156485,0
10216,1460,4,-0.6050381559933107,0,0,0,0.1669176392018066,-0.42211424513566126,-0.1235912012623081,-0.39910244760291785,0.11556611239089548,-0.008320552098598626,-0.5225853756309263,-0.8349965121846997,0
10217,1460,5,-0.3199656870150775,0,0,0,0.2457022581549703,0.33836758013930035,-0.1235912012623081,-0.08996505945504162,0.19305013137159716,-0.00834518883170366,-0.5225853756309263,-0.6940920683537508,0
10218,1460,6,-0.26987495250537347,0,0,0,0.34162781588809454,-0.4654992265167907,-0.1235912012623081,0.07419447710833274,0.28579347459890525,-0.00883874904698445,-0.301413476627669,-0.553187624522802,1
10219,1460,7,2.1022578144577007,0,0,0,1.5555363603979757,3.930252862435185,-0.1235912012623081,6.187352871305294,1.3919176360048555,-0.005593613898508321,2.5000972440802576,-0.4122831806918532,0
10221,1461,2,-0.8049512236056978,0,0,0,1.0022778161285706,0.770913473745151,-0.11894646968596269,0.8539522757843611,0.8781786317751318,0.021083568195909525,-0.7437572746341837,-0.1304742930299555,0
10222,1461,3,-0.7465980532003282,0,0,0,-0.14981332247722948,0.10046141174605773,-0.08465251568161875,0.1037848283548106,-0.18449182482259985,-0.008062286907484506,-0.15396554395883078,0.010430150800993335,0
10223,1461,4,-0.6662855213473831,0,0,0,-0.36439355440001386,0.15285529636479875,-0.06476780514418706,-0.021862643018424346,-0.3866778710901425,-0.007682767433558258,0.1470656298571959,0.15133459463194218,1
10224,1461,5,-0.13553399921335588,0,0,0,-0.030521653941017076,-0.04937087367948221,-0.05621484017189997,0.23478532809424232,-0.07133534584817487,-0.008124837247684662,2.098339964020167,0.292239038462891,0
10225,1461,6,-0.36720618958308554,0,0,0,-0.8700512484088526,-0.18112608352955153,0.056653522823753695,-0.11806845837757586,-0.8169453400371023,-0.007271573926759524,1.9447567228729785,0.43314348229383987,0
10226,1461,7,-0.395833998367068,0,0,0,-0.6820510533103993,-0.006697121501322113,0.06942139564428898,-0.042233889856451844,-0.6498506867803826,-0.008646441535413073,-0.4341166160296234,0.5740479261247887,0
10227,1462,1,-0.8499414459500632,1,0,0,-0.490170983555671,0.5545219887417309,-0.10094709982553979,-0.08996505945504162,-0.44920573120661983,-0.008005023817988366,-0.6257989284991131,-0.27137873686090436,0
10228,1462,2,-0.8524673718781803,1,0,0,-0.41315257619976675,-0.12102721587864272,-0.09961268879464524,-0.22066816872968484,-0.37967980351347014,-0.008609523539269236,-0.6110541352322293,-0.1304742930299555,0
10229,1462,3,-0.8174892349819368,1,0,0,-0.2812078835979413,-0.31382959898358,-0.09519162059218196,-0.09189809747616834,-0.26811494279655546,-0.00834240606817523,-0.5963093419653455,0.010430150800993335,0
10230,1462,4,-0.6314779198886904,1,0,0,0.11422083416881953,0.4389472432592138,-0.08801065879289269,-0.21308471187757244,0.07496721493344956,-0.008269207019539615,-0.15396554395883086,0.15133459463194218,1
10231,1462,5,-0.5224156810864569,1,0,0,-0.17923087957256742,-0.04528130576240854,-0.0748289300575834,-0.3580625634620742,-0.18759926999202495,-0.009069229890246933,2.868717075752353,0.292239038462891,0
10232,1462,6,-0.6734467707504337,1,0,0,-0.9369356547968748,-0.32111969831401566,0.039412719189532854,-0.5990975351733332,-0.8772499873494382,-0.009369827098547428,2.3600217080448607,0.43314348229383987,0
10233,1462,7,-0.7419139426587802,1,0,0,-0.9299866255617557,-0.04545911306315087,0.039412719189532854,-0.5772393360113621,-0.8706056127188792,-0.007565306985023224,-0.7349103986740534,0.5740479261247887,0
10234,1463,1,-0.6423806552249169,1,1,0,-0.9060124747005944,-0.0004738659753404245,-0.10703303783417163,-0.5482437656944618,-0.859792714080555,-0.008679040064168895,-0.7437572746341837,0.15133459463194218,0
10235,1463,2,-0.6343903529375522,1,1,0,-0.9484594616117809,-0.2743563782187819,-0.10703303783417163,-0.5818488882155873,-0.896854682076867,-0.008772686240819519,-0.7437572746341837,0.292239038462891,0
10236,1463,3,-0.6465883442897654,1,1,0,-0.9330847344290796,0.06661875550476687,-0.10703303783417163,-0.5412550897719268,-0.8834648776882881,-0.008741012207947032,-0.7437572746341837,0.43314348229383987,0
10237,1463,4,-0.4307224399535166,1,1,0,-0.7461558480043737,-0.307428536156856,-0.09904191631046612,-0.534712499546575,-0.7218777288781916,-0.008799042103393228,-0.7437572746341837,0.5740479261247887,0
10238,1463,5,-0.1975504695000812,1,1,0,-0.7375853786143933,-0.16595319386620574,-0.09904191631046612,-0.5761984693846015,-0.7147533423921929,-0.008805009585181971,-0.7437572746341837,0.7149523699557375,0
10239,1463,6,-0.32904545458274315,1,1,0,-0.7305205322253555,-0.11492249855315594,-0.09904191631046612,-0.5842280119338971,-0.7092205741637047,-0.008721421552706884,-0.7437572746341837,0.8558568137866863,0
10240,1463,7,-0.4947744734106398,1,1,0,-0.5114234312997438,0.3681206684635175,-0.0910569097448751,-0.6008818779620655,-0.5186053399904434,-0.00819828365307836,-0.7437572746341837,0.9967612576176352,0
10241,1464,1,-0.3453008441988417,0,0,0,-0.7047512154784552,-0.1459795070828169,-0.11148517869406374,0.018582460192841804,-0.5990199576675129,-0.0083857707998266,-0.7437572746341837,-1.398614287508495,0
10242,1464,2,-0.5186559359305172,0,0,0,-0.6711352865535662,-0.050437717483936224,-0.11031647715339911,-0.23405073964517734,-0.5635748717105765,-0.009221700595929094,-0.6257989284991131,-1.2577098436775462,0
10243,1464,3,-0.2860724424647578,0,0,0,-0.6503461074251681,-0.16619027026719552,-0.11031647715339911,-0.35895473485644036,-0.5393721686836734,-0.008127078918304786,-0.5078405823640425,-1.1168053998465974,0
10244,1464,4,-0.07751927800518005,0,0,0,-0.11593680495602361,1.1565182399550256,-0.10734018389650651,-0.41620239932826925,-0.07962186629997468,-0.008212395356126976,-0.4783509958302749,-0.9759009560156485,0
10245,1464,5,0.25415585311157407,0,0,0,-0.09960658625349354,-0.6093453328173387,-0.10734018389650651,-0.3683225344972851,-0.062063537903630624,-0.008737784202254054,-0.44886140929650725,-0.8349965121846997,1
10246,1464,6,0.18322720219263863,0,0,0,-0.07606674971952729,-0.819335754994035,-0.10734018389650651,-0.3214835362930614,-0.037330295457557346,-0.007736295436007349,1.7628575807360662,-0.6940920683537508,0
10247,1464,7,-0.2393132550729638,0,0,0,-0.8158777746634027,-0.09506734997026199,-0.07042582775851071,-0.5588011271944614,-0.744261439610797,-0.008790112524426444,1.615409648067228,-0.553187624522802,0
10248,1465,1,-0.8276293499385896,0,0,0,-0.5948986449866129,-0.041132468745087414,-0.09716460757375227,-0.3837868386662987,-0.5702445101230009,-0.006244047769765141,-0.6847781015666484,-0.6940920683537508,0
10249,1465,2,-0.8829658332090512,0,0,0,-0.7166514280435968,-0.3408563086964147,-0.09716460757375227,-1.215885359145142,-0.6764787128663491,-0.00863919398240125,-0.714267688100416,-0.553187624522802,0
10251,1465,4,-0.738121065797495,0,0,0,-0.9288863625995285,-0.07130044077103671,-0.11963943178614077,-0.39880505713812914,-1.0429551326035695,-0.011726122840367177,-0.7437572746341837,-0.27137873686090436,1
10252,1465,5,-0.438337364721443,0,0,0,-0.5068196994314774,0.5771035159360072,-0.09943437462455895,-0.04818169915222629,-0.518049536789408,-0.007530701774567458,0.7307220520541985,-0.1304742930299555,0
10253,1465,6,-0.30249682923306226,0,0,0,-0.8173254890873859,-0.20779717864090164,-0.09943437462455895,-0.3292156883775682,-0.963904759147223,-0.007792083660833419,0.7307220520541985,0.010430150800993335,1
10254,1465,7,-0.2781150758874021,0,0,0,-0.5733566543577434,0.23020147218771397,-0.09943437462455895,-0.1348710196381386,-0.7495415700206329,-0.006080139905981134,0.08490010696468718,0.15133459463194218,0
10255,1466,1,-0.6809278761223861,0,0,0,0.11393129128402293,0.8436959288490129,-0.0917454704371376,0.04058935458720718,0.01754263875375126,-0.007873708299041226,1.0845970904594102,-0.8349965121846997,0
10256,1466,2,-0.710456668069,0,0,0,-0.300838891187153,-0.7549695121253102,-0.07164332835409236,-0.17174743727194006,-0.3367061105606911,-0.009236439966751345,0.31786784058145146,-0.6940920683537508,0
10257,1466,3,-0.5310230580315644,0,0,0,-0.23902148528307207,-0.2735266108153177,-0.07164332835409236,-0.06617382227194395,-0.2741277228804834,-0.008018711922588767,-0.44886140929650725,-0.553187624522802,0
10258,1466,4,-0.22945626437423278,0,0,0,-0.6653444288576336,0.529628966637804,-0.011336902027043174,-0.14483360020856084,-0.6495475213979998,-0.009027639943334808,-0.4783509958302749,-0.4122831806918532,0
10259,1466,5,-0.038148959074775154,0,0,0,-0.6582216738916364,-0.49033297952046995,-0.0017251509590297284,-0.21412557850433295,-0.639922020507342,-0.008506289196283429,-0.5373301688978102,-0.27137873686090436,0
10260,1466,6,-0.29693961813889924,0,0,0,-0.5860965412887954,-0.06501791614480759,-0.00011109621793583018,-0.13591188626489917,-0.5721140299810289,-0.007843357624824483,-0.5668197554315778,-0.1304742930299555,0
10261,1466,7,-0.3201272188176876,0,0,0,-0.43052514928756475,-0.4003624853448491,0.00016012045293440825,-0.0017887866451856145,-0.44445614021595414,-0.006792162518041064,-0.5668197554315778,0.010430150800993335,0
10262,1467,1,-0.718423979553266,0,0,0,-0.577352346167937,-0.06519572344554993,-0.0969276651792248,-0.5075012720184068,-0.5527872368541177,-0.0077048100126629005,-0.6552885150328808,0.292239038462891,0
10263,1467,2,-0.8017904047525249,0,0,0,-0.5735014258001419,-0.23843930346883047,-0.0969276651792248,-0.5864584404198124,-0.5490987247017921,-0.0095126849022186,-0.6995228948335321,0.43314348229383987,0
10264,1467,3,-0.7349864913041121,0,0,0,-0.43454979538623795,-0.09755665218065467,-0.08321490043542647,-0.748238853264877,-0.412674302629478,-0.008477762778157545,-0.7437572746341837,0.5740479261247887,0
10265,1467,4,-0.5238477678686206,0,0,0,-0.9536422792496404,-0.20246295961863162,-0.010112619066853873,-0.5955288495958685,-0.8923577289048538,-0.0077702204153783875,-0.7437572746341837,0.7149523699557375,0
10266,1467,5,-0.49606499919534797,0,0,0,-0.7979550700944913,-0.14775758009024023,0.005925359590771759,-0.5927036401803756,-0.7548217004304689,-0.008901627134889064,-0.714267688100416,0.8558568137866863,0
10267,1467,6,-0.5999498468046225,0,0,0,-0.772359479078469,-0.18758641545652302,0.005925359590771759,-0.4591753214902396,-0.742265600843443,-0.009176415757443107,-0.714267688100416,0.9967612576176352,0
10268,1467,7,-0.6657822975228302,0,0,0,-0.7477483338707552,-0.15747771253082116,0.005925359590771759,-0.49397000587052,-0.7215745634958086,-0.00869818856920397,-0.7408083159808069,1.137665701448584,0
10273,1468,5,3.4188931372298583,1,0,0,2.7142290767771398,4.386506396140014,-0.11948360491405215,1.8922910835941826,2.3971887802047545,-0.00838711889415815,-0.4945702684238471,-1.2577098436775462,0
10274,1468,6,5.558981926747168,1,0,0,2.9495984878283226,-4.950332773140675,-0.11948360491405215,1.1166967514251964,2.649599224820401,-0.009364728457371447,-0.14954210597876572,-1.1168053998465974,0
