,股票编号,年份（年末）,交易日平均价
120731,1438,2,3.6959962985785237
120743,1438,3,4.011818181818182
120755,1438,4,7.737826086956522
120767,1438,5,21.325217391304346
120779,1438,6,13.669090909090908
120791,1438,7,7.045714285714286
120803,1439,1,12.957674429140008
120815,1439,2,12.957674429140008
120827,1439,3,12.957674429140008
120839,1439,4,12.957674429140008
120851,1439,5,12.957674429140008
120863,1439,6,12.957674429140008
120875,1439,7,26.271034314924858
120887,1440,1,5.247174151855
120899,1440,2,3.169697302252
120911,1440,3,3.6507445766489095
120923,1440,4,6.082826030944175
120935,1440,5,21.250642918344
120947,1440,6,12.470200858303999
120959,1440,7,6.784758920872
120971,1441,1,2.5640758753580455
120983,1441,2,2.8675336482531906
120995,1441,3,3.052474550424954
121007,1441,4,4.821931808951999
121019,1441,5,5.345691242521
121031,1441,6,3.939699027240546
121043,1441,7,3.573297872486
121055,1442,1,4.156553574855546
121067,1442,2,4.524447656101428
121079,1442,3,8.149993969494046
121091,1442,4,6.683830594586997
121103,1442,5,19.98535204460148
121115,1442,6,19.25242264670355
121127,1442,7,8.50475902639381
121139,1443,1,5.269545454545454
121151,1443,2,4.688095238095238
121163,1443,3,6.199090909090909
121175,1443,4,12.202608695652172
121187,1443,5,16.842173913043478
121199,1443,6,14.012727272727268
121211,1443,7,14.649999999999999
121223,1444,1,3.380872690026
121235,1444,2,2.5791999695376666
121247,1444,3,4.110286412093682
121259,1444,4,6.832544378382607
121271,1444,5,16.26043977119478
121283,1444,6,14.35420034447273
121295,1444,7,8.765852342387712
121307,1445,1,11.670383941649995
121319,1445,2,11.670383941649995
121331,1445,3,11.670383941649995
121343,1445,4,11.670383941649996
121355,1445,5,11.670383941649996
121367,1445,6,23.276774436000913
121379,1445,7,17.660187223776184
121391,1446,1,12.305757016584003
121403,1446,2,12.305757016584003
121415,1446,3,12.305757016584003
121427,1446,4,12.305757016584002
121439,1446,5,12.305757016584002
121451,1446,6,42.21463145562654
121463,1446,7,17.50335605129457
121475,1447,1,7.491481886328
121487,1447,2,7.491481886328
121499,1447,3,7.491481886328
121511,1447,4,7.491481886327999
121523,1447,5,29.33632070815982
121535,1447,6,23.054549869250998
121547,1447,7,15.479090257590288
121559,1448,1,13.017114712727995
121571,1448,2,13.017114712727995
121583,1448,3,13.017114712727995
121595,1448,4,13.017114712727997
121607,1448,5,13.017114712727997
121619,1448,6,13.017114712727995
121631,1448,7,20.845316672344
121643,1449,1,28.2472056364051
121655,1449,2,18.520786545818716
121667,1449,3,19.115788121939136
121679,1449,4,23.01367166886487
121691,1449,5,46.392507840894446
121703,1449,6,44.93472731188349
121715,1449,7,22.801428571428573
121727,1450,1,4.212648986986138
121739,1450,2,3.3812663986905713
121751,1450,3,4.002790502913999
121763,1450,4,5.252075242200435
121775,1450,5,15.338958833899826
121787,1450,6,11.683915719559684
121799,1450,7,12.327219911129188
121811,1451,1,3.314599267698911
121823,1451,2,3.2269256310494283
121835,1451,3,6.595415051572454
121847,1451,4,8.916377786805436
121859,1451,5,16.303505705333922
121871,1451,6,11.484101311178
121883,1451,7,9.487619060768571
121895,1452,1,7.893708068209091
121907,1452,2,8.097516186770857
121919,1452,3,6.1043217935847744
121931,1452,4,6.596801741217869
121943,1452,5,10.207388211159001
121955,1452,6,7.9441669661912275
121967,1452,7,5.519985028080809
121979,1453,1,0.3733333444960001
121991,1453,2,0.3733333444960001
122003,1453,3,3.978636363636362
122015,1453,4,6.62913043478261
122027,1453,5,16.964347826086954
122039,1453,6,8.92090909090909
122051,1453,7,4.8742857142857146
122063,1454,1,3.843655222072591
122075,1454,2,5.482284674510284
122087,1454,3,5.285221031829045
122099,1454,4,8.769292351933087
122111,1454,5,22.11507501262978
122123,1454,6,26.740452662485367
122135,1454,7,15.603777795250762
122147,1455,1,4.191818181818181
122159,1455,2,3.621904761904762
122171,1455,3,5.4322727272727285
122183,1455,4,8.45
122195,1455,5,20.57
122207,1455,6,14.165000000000003
122219,1455,7,7.584285714285714
122231,1456,1,13.504123684540547
122243,1456,2,9.569999999999999
122255,1456,3,8.907272727272728
122267,1456,4,9.282173913043477
122279,1456,5,16.748260869565215
122291,1456,6,22.528181818181817
122303,1456,7,12.356190476190477
122315,1457,1,9.333072396754774
122327,1457,2,9.681526153395616
122339,1457,3,9.309088596990003
122351,1457,4,18.403399594908393
122363,1457,5,27.41809444473382
122375,1457,6,21.097354909731276
122387,1457,7,19.736553302076004
122399,1458,1,16.87181818181819
122411,1458,2,14.149047619047616
122423,1458,3,8.695909090909092
122435,1458,4,14.269130434782607
122447,1458,5,13.244782608695655
122459,1458,6,12.510454545454543
122471,1458,7,12.929523809523811
122483,1459,1,9.14182696532073
122495,1459,2,5.943114020574714
122507,1459,3,5.500716616683637
122519,1459,4,8.089806100249131
122531,1459,5,8.747483083419302
122543,1459,6,7.608773837600591
122555,1459,7,9.769118496544811
122567,1460,1,2.7116124161640003
122579,1460,2,2.3875481205881908
122591,1460,3,2.893965602184
122603,1460,4,4.361184614124
122615,1460,5,7.656315991527871
122627,1460,6,8.235311050544725
122639,1460,7,35.65461653382771
122651,1461,1,1.894413345498
122663,1461,2,2.050404396715715
122675,1461,3,2.7249043351450903
122687,1461,4,3.653230892444435
122699,1461,5,9.788148095979215
122711,1461,6,7.110266550646727
122723,1461,7,6.779359847068762
122735,1462,1,1.5303657768705454
122747,1462,2,1.5011687877239999
122759,1462,3,1.9054784596577725
122771,1462,4,4.055569357992522
122783,1462,5,5.316211630658262
122795,1462,6,3.5704545454545458
122807,1462,7,2.7790476190476188
122819,1463,1,3.9295454545454542
122831,1463,2,4.0219047619047625
122843,1463,3,3.88090909090909
122855,1463,4,6.376086956521738
122867,1463,5,9.071304347826086
122879,1463,6,7.551363636363635
122891,1463,7,5.635714285714286
122903,1464,1,7.363468801875
122915,1464,2,5.35967024410762
122927,1464,3,8.048085473863637
122939,1464,4,10.458735925416349
122951,1464,5,14.292543993815999
122963,1464,6,13.472685015368818
122975,1464,7,8.588571428571429
122987,1465,1,1.7882696282195454
122999,1465,2,1.1486393510719999
123011,1465,3,2.21007833256
123023,1465,4,2.822889199404522
123035,1465,5,6.2880666098733915
123047,1465,6,7.858237213914728
123059,1465,7,8.140064079810855
123071,1466,1,3.4839810072095463
123083,1466,2,3.1426599065474288
123095,1466,3,5.216719603418228
123107,1466,4,8.702507647858345
123119,1466,5,10.913814501439347
123131,1466,6,7.922472601894728
123143,1466,7,7.654448857486001
123155,1467,1,3.050566348164001
123167,1467,2,2.086940065764047
123179,1467,3,2.859121511858182
123191,1467,4,5.299658246503044
123203,1467,5,5.620797194555738
123215,1467,6,4.420000000000001
123227,1467,7,3.659047619047619
123239,1468,1,47.34198995015698
123251,1468,2,47.341989950156986
123263,1468,3,47.34198995015698
123275,1468,4,47.341989950156986
123287,1468,5,50.873505892786035
123299,1468,6,75.61063237169272
123311,1468,7,39.98221533309332
123323,1469,1,8.02273368780318
123335,1469,2,6.2482622452908565
123347,1469,3,3.9144402261204543
123359,1469,4,7.8526292080813045
123371,1469,5,9.751842412282175
123383,1469,6,6.342578695043182
123395,1469,7,4.134881661390001
123407,1470,1,2.1021817923690005
123419,1470,2,1.667002629605667
123431,1470,3,2.6589550270599998
123443,1470,4,5.36923509186413
123455,1470,5,10.01924130082739
123467,1470,6,6.522087920055456
123479,1470,7,5.215265682039048
123491,1471,1,3.146383427353273
123503,1471,2,2.791567869826667
123515,1471,3,4.33453528002641
123527,1471,4,5.637572254528
123539,1471,5,10.866957682303305
123551,1471,6,7.454641727830818
123563,1471,7,7.775714285714285
123575,1472,1,5.7881504012965905
123587,1472,2,5.298635657846571
123599,1472,3,6.905081838936363
123611,1472,4,8.60004476178
123623,1472,5,51.60653002232331
123635,1472,6,47.277642336231
123647,1472,7,36.481770240306915
123659,1473,1,9.31411711090509
123671,1473,2,7.7000830797169515
123683,1473,3,10.809929717099774
123695,1473,4,15.940836286810217
123707,1473,5,15.91014940173235
123719,1473,6,11.649249475778
123731,1473,7,16.312987666900717
123743,1474,1,4.103256331024363
123755,1474,2,3.3255924882856185
123767,1474,3,3.5537022362575
123779,1474,4,5.160369739550696
123791,1474,5,14.764945774270013
123803,1474,6,20.64822097013209
123815,1474,7,14.091835736769431
123827,1475,1,5.401724505377273
123839,1475,2,4.722044926723808
123851,1475,3,7.617422417346
123863,1475,4,9.064294094105389
123875,1475,5,11.587185820761652
123887,1475,6,10.118500181864862
123899,1475,7,11.074966976590142
123911,1476,1,6.928572646820455
123923,1476,2,6.3296425198857165
123935,1476,3,31.281826660781096
123947,1476,4,20.034693417340524
123959,1476,5,45.97078885515409
123971,1476,6,36.96800321692036
123983,1476,7,22.130184038362476
123995,1477,1,9.602650930752636
124007,1477,2,6.2576190476190465
124019,1477,3,7.33590909090909
124031,1477,4,21.31869565217392
124043,1477,5,18.88
124055,1477,6,27.579090909090915
124067,1477,7,12.159047619047621
124079,1478,1,3.0608434780497276
124091,1478,2,2.16773393787981
124103,1478,3,2.914588538381182
124115,1478,4,8.761919447547914
124127,1478,5,17.0378524671077
124139,1478,6,10.70867309963068
124151,1478,7,9.004860928116953
124163,1479,1,4.04275356863
124175,1479,2,4.04275356863
124187,1479,3,4.04275356863
124199,1479,4,4.04275356863
124211,1479,5,4.04275356863
124223,1479,6,4.04275356863
124235,1479,7,28.18594890688167
124247,1480,1,10.878040713563639
124259,1480,2,6.286568520161143
124271,1480,3,8.580824636808137
124283,1480,4,10.239872865011044
124295,1480,5,18.0524642296637
124307,1480,6,11.821040275813045
124319,1480,7,7.3914684165198095
124331,1481,1,16.32242655153654
124343,1481,2,10.893446417310475
124355,1481,3,9.842180455795999
124367,1481,4,10.368614380052868
124379,1481,5,16.018837033141654
124391,1481,6,14.523401148308182
124403,1481,7,12.507208555795998
124415,1482,1,2.5274906481463635
124427,1482,2,2.511300473902381
124439,1482,3,3.284216569146501
124451,1482,4,4.153723625622913
124463,1482,5,4.486033610667652
124475,1482,6,3.965399057210182
124487,1482,7,3.6937379086391426
124499,1483,1,2.3829548305290005
124511,1483,2,1.9451006412114291
124523,1483,3,2.4428097837935456
124535,1483,4,3.238137682099479
124547,1483,5,4.908329609188697
124559,1483,6,6.234288371010819
124571,1483,7,9.974366924732953
124583,1484,1,8.26956901176682
124595,1484,2,5.7649517027405714
124607,1484,3,6.899038082996682
124619,1484,4,10.549188113517696
124631,1484,5,17.856459870174394
124643,1484,6,12.850762944832685
124655,1484,7,10.593640328806856
124667,1485,1,4.062272727272727
124679,1485,2,3.8623809523809522
124691,1485,3,3.447272727272726
124703,1485,4,3.7800000000000007
124715,1485,5,10.456956521739132
124727,1485,6,10.270454545454543
124739,1485,7,8.365238095238096
124751,1486,1,6.348181818181818
124763,1486,2,6.218571428571427
124775,1486,3,7.819545454545456
124787,1486,4,14.170434782608696
124799,1486,5,23.41478260869565
124811,1486,6,16.297727272727272
124823,1486,7,11.729999999999997
124835,1487,1,8.204979499605
124847,1487,2,8.204979499605
124859,1487,3,8.204979499605
124871,1487,4,8.204979499605
124883,1487,5,8.204979499605
124895,1487,6,9.330861615578184
124907,1487,7,7.113986315819858
124919,1488,1,11.946519303218993
124931,1488,2,11.946519303218995
124943,1488,3,11.946519303218993
124955,1488,4,11.946519303218995
124967,1488,5,11.946519303218995
124979,1488,6,11.946519303218993
124991,1488,7,14.981813844130048
125003,1489,1,5.756995950699004
125015,1489,2,5.756995950699003
125027,1489,3,5.756995950699004
125039,1489,4,5.756995950699004
125051,1489,5,10.752405434201608
125063,1489,6,15.87957145378036
125075,1489,7,7.5275396373129055
125087,1490,1,2.4663432821131366
125099,1490,2,2.6735964906459997
125111,1490,3,3.886717299041
125123,1490,4,5.780372676265739
125135,1490,5,6.218838735418172
125147,1490,6,7.1385239877160025
125159,1490,7,4.185722340757143
125171,1491,1,1.8183426013145458
125183,1491,2,1.6653322582662862
125195,1491,3,1.7253442608375003
125207,1491,4,3.178949780998914
125219,1491,5,3.53603175219348
125231,1491,6,3.087420410281273
125243,1491,7,3.3769284948769522
125255,1492,1,4.2086220193446815
125267,1492,2,3.0790919651193813
125279,1492,3,3.2326608980217273
125291,1492,4,6.384600383140176
125303,1492,5,14.69929276412222
125315,1492,6,10.529580294653181
125327,1492,7,5.844602460621427
125339,1493,1,7.022039761351635
125351,1493,2,7.387315250224477
125363,1493,3,10.690960716798815
125375,1493,4,11.517075837818172
125387,1493,5,20.13425596468435
125399,1493,6,25.079023745727273
125411,1493,7,22.38496334976943
125423,1494,1,3.0678083893389543
125435,1494,2,3.3240403129155247
125447,1494,3,3.4905485554053626
125459,1494,4,5.165808419803565
125471,1494,5,6.632457630158259
125483,1494,6,5.287425867784819
125495,1494,7,5.189267846203999
125507,1495,1,5.412362549315001
125519,1495,2,5.169895828894761
125531,1495,3,2.9818791981727726
125543,1495,4,4.680286525344479
125555,1495,5,5.184285294283043
125567,1495,6,8.683928858904729
125579,1495,7,6.448253558151428
125591,1496,1,6.0289769060079985
125603,1496,2,6.0289769060079985
125615,1496,3,6.0289769060079985
125627,1496,4,6.028976906007999
125639,1496,5,6.028976906007999
125651,1496,6,11.051564033450997
125663,1496,7,7.452929608550859
125675,1497,1,2.161379274673273
125687,1497,2,2.1556511257523336
125699,1497,3,3.9400417978600006
125711,1497,4,4.166018987533217
125723,1497,5,6.446352463636174
125735,1497,6,5.8679756815814095
125747,1497,7,4.6399522251457155
125759,1498,1,2.490544731758727
125771,1498,2,2.325043443940381
125783,1498,3,2.5547550158930914
125795,1498,4,3.426972871926261
125807,1498,5,7.274219719595827
125819,1498,6,6.530658574417637
125831,1498,7,10.94305863328286
125843,1499,1,2.49188841027
125855,1499,2,2.49188841027
125867,1499,3,2.49188841027
125879,1499,4,2.49188841027
125891,1499,5,15.960026550743738
125903,1499,6,16.743772326830996
125915,1499,7,30.89557999674514
125927,1500,1,5.028793261160364
125939,1500,2,6.726171908849523
125951,1500,3,5.291502110366817
125963,1500,4,8.736592661562087
125975,1500,5,12.205394848417827
125987,1500,6,12.660953024516363
125999,1500,7,16.563343281093143
126011,1501,1,6.801041836394364
126023,1501,2,5.240827338780953
126035,1501,3,5.499254600877455
126047,1501,4,6.167351323476955
126059,1501,5,10.445754468999084
126071,1501,6,8.2408761544275
126083,1501,7,8.775258448600667
126095,1502,1,4.962026766989997
126107,1502,2,4.962026766989998
126119,1502,3,4.962026766989997
126131,1502,4,4.962026766989997
126143,1502,5,21.768621975172348
126155,1502,6,16.4005184480625
126167,1502,7,9.915420768992002
126179,1503,1,7.923766042627636
126191,1503,2,4.922260538905475
126203,1503,3,4.83055125804409
126215,1503,4,7.029408494686263
126227,1503,5,26.89644277369174
126239,1503,6,27.126485593952733
126251,1503,7,19.942902596050953
126263,1504,1,1.8604136725170455
126275,1504,2,2.3816366186011897
126287,1504,3,1.6105997475454545
126299,1504,4,2.9161694489859133
126311,1504,5,6.833196240326086
126323,1504,6,5.229206795009909
126335,1504,7,3.5439490975566668
126347,1505,1,2.2087807738465
126359,1505,2,1.9572125392056667
126371,1505,3,3.163965356300954
126383,1505,4,5.221219658719522
126395,1505,5,11.641318154683914
126407,1505,6,13.06116232615709
126419,1505,7,10.650414557973333
126431,1506,1,6.089936775294003
126443,1506,2,6.089936775294003
126455,1506,3,6.089936775294003
126467,1506,4,6.089936775294003
126479,1506,5,6.089936775294003
126491,1506,6,6.089936775294003
126503,1506,7,14.344793271285
126515,1507,1,6.378562054415995
126527,1507,2,6.378562054415996
126539,1507,3,6.378562054415995
126551,1507,4,6.378562054415995
126563,1507,5,29.02163484649461
126575,1507,6,28.491507030471954
126587,1507,7,15.320197413032997
126599,1508,1,4.244768613237409
126611,1508,2,3.1042889522639996
126623,1508,3,4.983512771879998
126635,1508,4,4.993978182585001
126647,1508,5,7.105927090989652
126659,1508,6,6.0705762050455006
126671,1508,7,3.851342557980143
126683,1509,1,3.7627272727272727
126695,1509,2,4.86
126707,1509,3,3.799090909090909
126719,1509,4,6.412173913043479
126731,1509,5,7.51304347826087
126743,1509,6,6.583636363636362
126755,1509,7,7.521904761904763
126767,1510,1,8.378516838429817
126779,1510,2,8.605073134123096
126791,1510,3,8.509327291025228
126803,1510,4,12.096529937145654
126815,1510,5,15.44507594988061
126827,1510,6,16.635913914681
126839,1510,7,27.240629822617663
126851,1511,1,7.109926195680003
126863,1511,2,7.109926195680002
126875,1511,3,7.109926195680003
126887,1511,4,7.109926195680003
126899,1511,5,21.92879541720974
126911,1511,6,30.133178081925994
126923,1511,7,12.000347234794289
126935,1512,1,7.707238752113997
126947,1512,2,5.8378278589567625
126959,1512,3,6.433684405749818
126971,1512,4,7.115429288087522
126983,1512,5,14.185192977207999
126995,1512,6,13.25955488771782
127007,1512,7,10.863508605086428
127019,1513,1,9.843576979436998
127031,1513,2,9.710767348738335
127043,1513,3,24.448169324628545
127055,1513,4,27.645331537988046
127067,1513,5,59.91995216059329
127079,1513,6,32.491711885083134
127091,1513,7,48.6098065980311
127103,1514,1,6.882598204750544
127115,1514,2,7.470171964437001
127127,1514,3,7.0154327101915905
127139,1514,4,8.798345170719006
127151,1514,5,17.57749953475474
127163,1514,6,13.937991238662272
127175,1514,7,9.105231517074
127187,1515,1,13.624639775675996
127199,1515,2,13.624639775675998
127211,1515,3,13.624639775675996
127223,1515,4,13.624639775675996
127235,1515,5,13.624639775675996
127247,1515,6,13.624639775675996
127259,1515,7,23.44778128932514
127271,1516,1,3.877009525130001
127283,1516,2,3.902483156654001
127295,1516,3,4.898045409270136
127307,1516,4,9.959942743452174
127319,1516,5,18.844777710435913
127331,1516,6,12.170039127071272
127343,1516,7,9.997013749887808
127355,1517,1,5.030368019818
127367,1517,2,5.030368019818
127379,1517,3,5.030368019818
127391,1517,4,5.030368019818
127403,1517,5,28.903129481784514
127415,1517,6,18.857831495991274
127427,1517,7,9.25256891541738
127439,1518,1,2.722865692104001
127451,1518,2,2.722865692104001
127463,1518,3,2.722865692104001
127475,1518,4,2.722865692104001
127487,1518,5,11.611159771339564
127499,1518,6,16.564079911917997
127511,1518,7,11.44335064775819
127523,1519,1,8.167096584648815
127535,1519,2,5.279117005678667
127547,1519,3,8.654247312285909
127559,1519,4,11.490795050194784
127571,1519,5,16.64720846167878
127583,1519,6,14.074325626821
127595,1519,7,11.950561064627427
127607,1520,1,5.251138924734455
127619,1520,2,5.258827027877809
127631,1520,3,7.505288418995634
127643,1520,4,8.699772608359998
127655,1520,5,8.927010893421565
127667,1520,6,6.785015753202273
127679,1520,7,6.156737502867046
127691,1521,1,14.817904369422003
127703,1521,2,14.817904369422003
127715,1521,3,14.817904369422003
127727,1521,4,14.817904369422005
127739,1521,5,14.817904369422005
127751,1521,6,14.817904369422003
127763,1521,7,14.817904369422003
127775,1522,1,10.410209401633317
127787,1522,2,6.190993576100667
127799,1522,3,7.973664913691272
127811,1522,4,11.459941848028347
127823,1522,5,14.758669437856433
127835,1522,6,11.123926469883498
127847,1522,7,8.668414857594286
127859,1523,1,8.056227528482681
127871,1523,2,8.254438530847999
127883,1523,3,20.808215543020186
127895,1523,4,15.699904700405737
127907,1523,5,14.945090997568695
127919,1523,6,12.776733777168273
127931,1523,7,14.029449993406713
127943,1524,1,17.303889029532
127955,1524,2,17.303889029532
127967,1524,3,17.303889029532
127979,1524,4,17.303889029532
127991,1524,5,17.303889029532
128003,1524,6,17.303889029532
128015,1524,7,19.263116589213332
128027,1525,1,5.833444053831136
128039,1525,2,5.083926967102809
128051,1525,3,6.676021675715637
128063,1525,4,5.778042880158914
128075,1525,5,8.998116460064086
128087,1525,6,8.453422850165994
128099,1525,7,6.1090125399640005
128111,1526,1,14.043847130243638
128123,1526,2,10.600695558127905
128135,1526,3,15.082115121680728
128147,1526,4,15.07856510000491
128159,1526,5,17.670272567915738
128171,1526,6,17.15957217091691
128183,1526,7,15.483084514138667
128195,1527,1,7.499488280410409
128207,1527,2,6.57212243620181
128219,1527,3,7.490310546742453
128231,1527,4,8.393203507608346
128243,1527,5,22.458733067834565
128255,1527,6,14.803668957446185
128267,1527,7,11.73542275099276
128279,1528,1,5.135914758903865
128291,1528,2,3.33327203019
128303,1528,3,4.277787709132728
128315,1528,4,7.350840082320002
128327,1528,5,6.620562331860347
128339,1528,6,5.542720069960729
128351,1528,7,4.4236902555614295
128363,1529,1,3.3887550096625914
128375,1529,2,2.5246660962256193
128387,1529,3,2.309485295728182
128399,1529,4,2.85622103474613
128411,1529,5,2.9864659374550007
128423,1529,6,2.9940498323437725
128435,1529,7,2.9688518409008573
128447,1530,1,7.671818181818183
128459,1530,2,8.807619047619047
128471,1530,3,18.461363636363636
128483,1530,4,19.889999999999997
128495,1530,5,74.34217391304348
128507,1530,6,40.353636363636355
128519,1530,7,36.679999999999986
128531,1531,1,1.4014405545586361
128543,1531,2,1.0694183960428572
128555,1531,3,2.130871198489091
128567,1531,4,2.6468602173975655
128579,1531,5,6.008340760908653
128591,1531,6,6.357121905091998
128603,1531,7,4.171586183911619
128615,1532,1,6.513415910990003
128627,1532,2,6.513415910990003
128639,1532,3,6.513415910990003
128651,1532,4,6.513415910990003
128663,1532,5,14.872109939503042
128675,1532,6,12.528040346054182
128687,1532,7,10.93941008599919
128699,1533,1,4.8199999999999985
128711,1533,2,2.961428571428571
128723,1533,3,3.1554545454545457
128735,1533,4,6.366521739130435
128747,1533,5,5.900000000000002
128759,1533,6,7.284545454545455
128771,1533,7,4.211428571428572
128783,1534,1,8.602574351583998
128795,1534,2,8.602574351583998
128807,1534,3,8.602574351583998
128819,1534,4,8.602574351583998
128831,1534,5,8.602574351583998
128843,1534,6,8.602574351583998
128855,1534,7,11.386201303423238
128867,1535,1,16.072736122656007
128879,1535,2,16.072736122656003
128891,1535,3,16.072736122656007
128903,1535,4,16.072736122656007
128915,1535,5,16.072736122656007
128927,1535,6,16.072736122656007
128939,1535,7,28.88190704544686
128951,1536,1,3.422263721194227
128963,1536,2,3.7492979146022853
128975,1536,3,4.237677676485
128987,1536,4,6.800641192870955
128999,1536,5,11.16905755140226
129011,1536,6,10.03855624229059
129023,1536,7,8.539278472754999
129035,1537,1,13.185023284324274
129047,1537,2,12.93951772073095
129059,1537,3,9.855761879803365
129071,1537,4,11.412492429777393
129083,1537,5,11.639231026965826
129095,1537,6,12.705360662395229
129107,1537,7,13.10155138437038
129119,1538,1,4.310723865592092
129131,1538,2,3.366629973677524
129143,1538,3,2.641352332332272
129155,1538,4,4.949834874930609
129167,1538,5,7.990170847067349
129179,1538,6,6.898976749312501
129191,1538,7,11.191947814881713
129203,1539,1,4.749637748400001
129215,1539,2,4.7496377484000005
129227,1539,3,4.749637748400001
129239,1539,4,4.749637748400001
129251,1539,5,42.6433452986113
129263,1539,6,27.164276296594053
129275,1539,7,13.419265774148858
129287,1540,1,1.4421189430215
129299,1540,2,0.9049331418968094
129311,1540,3,1.8497183770622725
129323,1540,4,2.6916742351439997
129335,1540,5,5.45493552145326
129347,1540,6,4.4435736503970915
129359,1540,7,4.4600646197658085
129371,1541,1,5.765329086660002
129383,1541,2,3.9957973453431426
129395,1541,3,5.355373063696544
129407,1541,4,7.936310093868001
129419,1541,5,16.157900418644214
129431,1541,6,14.936403228765995
129443,1541,7,11.736744230333146
129455,1542,1,2.549746396370045
129467,1542,2,2.605665385111143
129479,1542,3,2.1319873433700005
129491,1542,4,4.2341171324410425
129503,1542,5,7.2134698457539566
129515,1542,6,6.772421493027275
129527,1542,7,11.760042316673715
129539,1543,1,15.549583240353
129551,1543,2,15.549583240352998
129563,1543,3,15.549583240353
129575,1543,4,15.549583240353
129587,1543,5,15.549583240353
129599,1543,6,15.549583240353
129611,1543,7,20.181661988085427
129623,1544,1,11.200469707961993
129635,1544,2,11.200469707961995
129647,1544,3,11.200469707961993
129659,1544,4,11.200469707961993
129671,1544,5,11.200469707961993
129683,1544,6,23.685532162529725
129695,1544,7,14.579896241907809
129707,1545,1,13.658984042147184
129719,1545,2,16.050667357766095
129731,1545,3,19.195033608362277
129743,1545,4,20.37304006399617
129755,1545,5,34.011752459065036
129767,1545,6,30.516741885764283
129779,1545,7,31.296914813742855
129791,1546,1,2.9348078828295
129803,1546,2,2.37566983828519
129815,1546,3,3.493720348618318
129827,1546,4,5.208387570753478
129839,1546,5,9.726510457748741
129851,1546,6,5.86450796424841
129863,1546,7,4.573603170029712
129875,1547,1,13.468207550165998
129887,1547,2,13.468207550165998
129899,1547,3,13.468207550165998
129911,1547,4,13.468207550165996
129923,1547,5,13.468207550165996
129935,1547,6,13.468207550165998
129947,1547,7,33.33842530418057
129959,1548,1,13.928010571056005
129971,1548,2,13.928010571056003
129983,1548,3,13.928010571056005
129995,1548,4,13.928010571056005
130007,1548,5,13.928010571056005
130019,1548,6,13.928010571056005
130031,1548,7,26.569820402320335
130043,1549,1,3.809703082462
130055,1549,2,2.6935145054224767
130067,1549,3,2.955762584905
130079,1549,4,5.482185517630434
130091,1549,5,11.309033177162608
130103,1549,6,8.89375852112659
130115,1549,7,8.99240917496
130127,1550,1,4.076826242506181
130139,1550,2,3.3288616676333347
130151,1550,3,4.639820327793634
130163,1550,4,6.0515305217389574
130175,1550,5,10.186820136059131
130187,1550,6,8.945352003943547
130199,1550,7,5.695387150310857
130211,1551,1,2.706368835792499
130223,1551,2,2.275027812875571
130235,1551,3,3.0876425932198184
130247,1551,4,4.75284080747948
130259,1551,5,6.436855632348522
130271,1551,6,7.23467287276418
130283,1551,7,6.166628129407857
130295,1552,1,4.12208109475
130307,1552,2,5.859403686754764
130319,1552,3,13.056712986902
130331,1552,4,17.452487210312608
130343,1552,5,31.310355722761567
130355,1552,6,19.514070850624957
130367,1552,7,18.72826406916667
130379,1553,1,2.4012829847649098
130391,1553,2,1.6725153890948572
130403,1553,3,2.3199385462206368
130415,1553,4,3.231751109788566
130427,1553,5,9.903079375986259
130439,1553,6,9.288487068244093
130451,1553,7,6.809832623636429
130463,1554,1,4.639836228279545
130475,1554,2,2.7052328467359046
130487,1554,3,4.703767047041363
130499,1554,4,5.968929488665
130511,1554,5,12.015403369096695
130523,1554,6,8.68291001082841
130535,1554,7,6.707705147051904
130547,1555,1,16.85280934728799
130559,1555,2,16.85280934728799
130571,1555,3,16.85280934728799
130583,1555,4,16.85280934728799
130595,1555,5,16.85280934728799
130607,1555,6,16.85280934728799
130619,1555,7,13.773317011206096
130631,1556,1,4.626174441265363
130643,1556,2,4.739078667265714
130655,1556,3,4.36308110542391
130667,1556,4,6.1267160867760015
130679,1556,5,8.37989390042374
130691,1556,6,6.5710359491678165
130703,1556,7,5.027528389704857
130715,1557,1,8.315394689339998
130727,1557,2,8.315394689339998
130739,1557,3,8.315394689339998
130751,1557,4,8.315394689339998
130763,1557,5,8.315394689339998
130775,1557,6,48.870961696116
130787,1557,7,18.71555051894133
130799,1558,1,16.49918118556
130811,1558,2,16.49918118556
130823,1558,3,16.49918118556
130835,1558,4,16.49918118556
130847,1558,5,16.49918118556
130859,1558,6,16.49918118556
130871,1558,7,21.928508629436287
130883,1559,1,15.564690664541455
130895,1559,2,18.05005239007867
130907,1559,3,18.525489404828317
130919,1559,4,28.196668445189086
130931,1559,5,32.6203403369654
130943,1559,6,33.310865042875086
130955,1559,7,67.93418091014571
130967,1560,1,12.007086162903995
130979,1560,2,12.007086162903995
130991,1560,3,12.007086162903995
131003,1560,4,12.007086162903995
131015,1560,5,12.007086162903995
131027,1560,6,12.007086162903995
131039,1560,7,33.13013601759352
131051,1561,1,4.693830293721545
131063,1561,2,3.492063700945857
131075,1561,3,4.8213238291346805
131087,1561,4,6.568913018220653
131099,1561,5,12.77886003607622
131111,1561,6,10.995299094870681
131123,1561,7,8.861279854460953
131135,1562,1,6.159833166270001
131147,1562,2,5.613480164296667
131159,1562,3,8.127794984445046
131171,1562,4,18.295441704897392
131183,1562,5,30.94845440682001
