,股票编号,年份（年末）,每股资本公积(元/股),每股未分配利润(元/股),每股资本公积(元/股)+每股未分配利润(元/股),每股现金流量净额(元/股),实收资本(或股本),每股收益(期末摊薄，元/股),每股净资产(元/股),营业总收入同必增长(%),近两年送转比例,上市时间
9440,1349,5,10.4174,1.2011,11.618500000000001,49.7492,669422182.0,0.2656,15.5608,72.5836,0.019,16
9441,1349,6,5.4611,0.7332,6.1943,0.2538,1093064378.0,0.0329,10.3509,52.7092,0.0205,17
9442,1349,7,5.3932,2.6969,8.0901,-23.8713,1093064378.0,2.1912,11.3158,-1.1119,0.02,18
9443,1350,1,0.1229,0.3778,0.5007,-0.222,6210715727.0,0.2266,1.5747,-17.8345,0.0,13
9444,1350,2,0.1915,0.7366,0.9281,0.3389,6258857807.0,0.369,2.0088,48.1491,0.0305,14
9445,1350,3,0.1363,0.8185,0.9548,0.3421,6258857807.0,0.1571,2.0611,-7.0606,0.0615,15
9446,1350,4,0.5511,0.7124,1.2635,0.2422,8032815867.0,0.1347,2.3928,19.8642,0.059,16
9447,1350,5,0.9727,0.6958,1.6684999999999999,0.2762,9099670428.0,0.1276,2.6511,5.4171,0.053,17
9448,1350,6,0.9277,1.3509,2.2786,0.4726,8599343536.0,0.6789,3.3786,17.1012,0.025,18
9449,1350,7,0.9266,1.7199,2.6465,0.0415,8599343536.0,0.3863,3.7452,28.4281,0.0285,19
9450,1351,1,,,0.0,,,,,,0.0,-4
9451,1351,2,,,0.0,,,,,,0.0,-3
9452,1351,3,,,0.0,,41668540.0,,5.06,,0.0,-2
9453,1351,4,,,0.0,,41668540.0,,,3.9726,0.0,-1
9454,1351,5,,,0.0,,41668540.0,,,2.1293,0.0,0
9455,1351,6,3.5636,3.3317,6.895300000000001,2.6512,55668540.0,0.7828,8.392999999999999,13.0699,0.2,1
9456,1351,7,3.5636,3.523,7.086600000000001,-1.7144,55668540.0,0.644,8.637,7.9882,0.325,2
9457,1352,1,1.319,1.7593,3.0783,-0.255,100000000.0,0.3094,4.3389,-10.6952,0.0,4
9458,1352,2,1.319,1.9611,3.2801,-0.0275,100000000.0,0.3353,4.5742,17.9377,0.55,5
9459,1352,3,0.1595,1.083,1.2425,0.23,200000000.0,0.1694,2.4064,-3.9468,0.6000000000000001,6
9460,1352,4,1.8641,1.0437,2.9078,0.2375,229333333.0,0.2215,4.073,38.545,0.5750000000000001,7
9461,1352,5,0.43200000000000005,0.5604,0.9924000000000001,-0.0328,458666666.0,0.0707,2.0823,-10.81,0.5375,8
9462,1352,6,0.43200000000000005,0.6003,1.0323,-0.0661,458666666.0,0.0722,2.1294,5.0569,0.025,9
9463,1352,7,0.43200000000000005,0.6344,1.0664,0.0349,458666666.0,0.0658,2.1702,-11.1636,0.025,10
9464,1353,1,1.0687,1.4224,2.4911000000000003,0.23,235188000.0,0.617,3.8361,23.3674,0.15,15
9465,1353,2,1.0687,1.9952,3.0639000000000003,-0.1609,235188000.0,0.8029,4.489,4.7873,0.16499999999999998,16
9466,1353,3,2.6213,2.0112,4.6325,1.5649,263456551.0,0.4335,6.0547,-13.1576,0.13,17
9467,1353,4,2.6213,2.5768,5.1981,-0.4578,263456551.0,0.7193,6.694,20.3035,0.63,18
9468,1353,5,0.8107,1.5307,2.3414,0.0509,526913102.0,0.3724,3.6295,7.2295,0.64,19
9469,1353,6,0.8107,1.7588,2.5694999999999997,0.4432,526913102.0,0.3629,3.8923,-2.2451,0.09,20
9470,1353,7,0.8107,2.0125,2.8232,-0.0621,526913102.0,0.3731,4.1854,3.5914,0.09,21
9471,1354,1,1.7605,1.0667,2.8272,-0.386,326400000.0,0.48200000000000004,4.2044,30.2166,0.24,3
9472,1354,2,1.7048,1.3972,3.1020000000000003,0.3556,326400000.0,0.6473,4.555,13.3835,0.42,4
9473,1354,3,1.3155,1.27,2.5854999999999997,-0.1301,424320000.0,0.7501,4.0273,36.4742,0.75,5
9474,1354,4,0.4633,0.8607,1.324,-0.2218,763776000.0,0.5163,2.6528,29.0728,0.78,6
9475,1354,5,0.6332,0.6127,1.2459,1.4401,1445696230.0,0.3523,2.4555,42.3915,0.55,7
9476,1354,6,0.2834,0.6097,0.8931,0.1914,2044969122.0,0.3654,2.0483,33.1037,0.26,8
9477,1354,7,0.2921,0.9548,1.2469000000000001,-0.3992,2043978097.0,0.4911,2.4797,30.9673,0.08,9
9478,1355,1,0.7102,0.6273,1.3375,0.4991,60000000.0,0.6196,2.4452,42.1514,0.0,-2
9479,1355,2,0.7102,1.1887,1.8989000000000003,0.5451,60000000.0,0.7284,3.0795,9.8697,0.0,-1
9480,1355,3,0.7102,1.6185,2.3287,0.4656,60000000.0,0.6999,3.5794,9.9989,0.3125,0
9481,1355,4,1.2865,1.3285,2.615,0.8092,97200000.0,0.4617,3.8188,11.7955,0.9460000000000001,1
9482,1355,5,5.6589,0.8385,6.4974,1.8969999999999998,253680593.0,0.369,7.5893,127.9742,1.4125,2
9483,1355,6,1.6684,0.4745,2.1429,-0.4467,633772477.0,0.1624,3.1808,122.5786,0.792,3
9484,1355,7,1.6740000000000002,0.5531,2.2271,-0.0828,633772477.0,0.1046,3.2649,5.5213,0.023,4
9485,1356,1,6.2762,1.1684,7.4446,-1.0184,320000000.0,0.8781,8.6364,28.8761,0.7,2
9486,1356,2,3.5799,1.3328,4.9127,0.6311,512000000.0,0.7393,6.1067,25.2722,0.39999999999999997,3
9487,1356,3,3.7531,2.1268,5.879899999999999,0.9775,517177000.0,1.0111,7.176,28.2318,0.125,4
9488,1356,4,3.7703,2.9113,6.6816,1.2146,517177000.0,1.0374,8.0806,12.6177,0.15,5
9489,1356,5,5.3074,2.6814,7.9888,0.0396,625429863.0,0.446,9.2395,-18.1647,0.875,6
9490,1356,6,1.5106,1.2746,2.7851999999999997,-0.528,1550369657.0,0.2598,3.9377,26.2487,0.8250000000000001,7
9491,1356,7,1.5072,1.6311,3.1383,0.0056,1537279657.0,0.4207,4.341,23.9573,0.05,8
9492,1357,1,2.0342,-2.897,-0.8628,-0.6241,482053329.0,-2.3890000000000002,0.4342,-5.7659,0.0,12
9493,1357,2,1.7289,-2.7642,-1.0353,0.2235,771283579.0,0.1328,0.8588,-12.5509,0.0,13
9494,1357,3,1.1113,-2.0866,-0.9752999999999998,-0.2135,771283579.0,-0.4741,0.2072,-23.3569,0.0,14
9495,1357,4,0.9729,-1.0364,-0.0635,-0.2354,771283579.0,0.0146,1.0543,-56.3564,0.0,15
9496,1357,5,1.3913,-1.0991,0.2922,0.2705,771283579.0,-0.0626,1.4099,63.8537,0.0,16
9497,1357,6,1.3913,-1.4211,-0.02980000000000005,-0.1565,771283579.0,-0.3566,1.0785,-12.2659,0.0,17
9498,1357,7,1.3913,-1.3866,0.0046999999999999265,-0.0894,771283579.0,0.0345,1.1384,-13.59,0.0,18
9499,1358,1,,,0.0,,,,,,0.0,-4
9500,1358,2,,,0.0,,,,,,0.0,-3
9501,1358,3,,,0.0,,90000000.0,,,,0.0,-2
9502,1358,4,,,0.0,,90000000.0,,,30.8135,0.0,-1
9503,1358,5,,,0.0,,90000000.0,,,41.8064,0.0,0
9504,1358,6,6.7376,2.1222,8.8598,5.6209,120000000.0,1.2952,10.2776,18.9709,0.6,1
9505,1358,7,3.8373,1.4409,5.2782,-0.6948,192000000.0,0.5562,6.601,3.0947,0.75,2
9506,1359,1,0.8413,0.8055,1.6468,0.1663,1146502523.0,0.32299999999999995,2.852,20.1967,0.1,16
9507,1359,2,0.8475,1.0209,1.8683999999999998,-0.1377,1146502523.0,0.3232,3.0814,10.9199,0.1,17
9508,1359,3,0.8895,1.2308,2.1203,0.0599,1146502523.0,0.3343,3.3593,5.8602,0.10500000000000001,18
9509,1359,4,0.9331,1.6014,2.5345,0.0846,1146502523.0,0.4926,3.7868,-0.1663,0.13,19
9510,1359,5,1.1424,1.774,2.9164000000000003,0.3638,1146502523.0,0.3226,4.169,-11.4019,0.075,20
9511,1359,6,0.9898,1.8630000000000002,2.8528000000000002,0.3053,1146502523.0,0.08900000000000001,4.1042,-13.8966,0.0,21
9512,1359,7,1.0159,1.9344,2.9503,0.3529,1146502523.0,0.0714,4.2019,4.3508,0.0,22
9513,1360,1,0.024,0.214,0.238,0.3127,865000000.0,0.1334,1.2508,13.2953,0.0,6
9514,1360,2,0.024,0.2892,0.31320000000000003,-0.1505,865000000.0,0.0822,1.3329,-13.8182,0.005,7
9515,1360,3,0.0136,0.3945,0.4081,-0.6422,865000000.0,0.1254,1.4599,-48.4666,0.01,8
9516,1360,4,0.0141,0.436,0.4501,0.0771,865000000.0,0.0631,1.5055,20.2264,0.01,9
9517,1360,5,0.013999999999999999,0.4609,0.4749,-0.1058,865000000.0,0.0485,1.5488,8.0862,0.005,10
9518,1360,6,1.5427,0.5422,2.0849,1.6814,987657580.0,0.0894,3.3138,147.42,0.005,11
9519,1360,7,1.3955,0.6022,1.9977,-1.1842,1007500000.0,0.1616,2.9752,23.1984,0.0125,12
9520,1361,1,6.7497,3.2656,10.0153,-3.0321,229636000.0,1.848,11.2214,54.6697,1.3,2
9521,1361,2,2.8713,2.8216,5.6929,-0.2135,459272000.0,1.4005,6.8507,63.2847,0.925,3
9522,1361,3,1.9779,3.5434,5.5213,0.2098,597053600.0,1.6501,6.6993,55.2092,0.65,4
9523,1361,4,3.9228,3.1608,7.083600000000001,1.4307,959884486.0,1.2504,8.2178,20.5492,0.475,5
9524,1361,5,3.8607,3.0914,6.9521,-0.6458,957853992.0,0.1511,8.1359,-36.6325,0.115,6
9525,1361,6,3.8634,3.1531,7.0165,-0.4073,957853992.0,0.126,8.2005,0.2568,0.03,7
9526,1361,7,3.864,3.1916,7.0556,-0.1529,957853992.0,0.0708,8.3026,12.4653,0.075,8
9527,1362,1,,,0.0,,,,,,0.0,-5
9528,1362,2,,,0.0,,,,,,0.0,-4
9529,1362,3,,,0.0,,6274965867.0,,,,0.0,-3
9530,1362,4,,,0.0,,6274965867.0,,,35.4188,0.0,-2
9531,1362,5,,,0.0,,6274965867.0,,,18.6628,0.0,-1
9532,1362,6,0.5179,0.4444,0.9623,-0.3748,6274965867.0,0.0401,1.7725,1.9043,0.0055000000000000005,0
9533,1362,7,0.4867,0.4175,0.9042,-0.0269,6972965867.0,0.0343,1.4866,1.2237,0.011000000000000001,1
9534,1363,1,0.5087,0.883,1.3917000000000002,0.6131,311832403.0,0.0856,2.489,12.5448,0.0,18
9535,1363,2,4.1312,3.7656,7.8968,-0.3351,311832403.0,2.1413,9.3073,134.9111,0.0,19
9536,1363,3,0.8508,1.9286,2.7794,0.4099,985785043.0,0.7191,3.7886,17.1806,0.0,20
9537,1363,4,0.8252,3.3094,4.1346,0.1005,985785043.0,1.0483,5.4203,24.9803,0.08,21
9538,1363,5,,3.21,3.21,0.1463,985785043.0,0.8173,4.3192,-7.4679,0.13,22
9539,1363,6,-0.17600000000000002,3.6269,3.4509,0.3896,985785043.0,0.5262,4.6096,13.013,0.1,23
9540,1363,7,-0.1933,4.1515,3.9582000000000006,0.3736,985785043.0,0.6401,5.2274,56.9148,0.1,24
9541,1364,1,0.0017,0.2105,0.2122,-0.2512,465519570.0,0.0222,1.2286,19.6926,0.0,16
9542,1364,2,1.3841,0.2403,1.6244,0.2174,465519570.0,0.0298,2.6408,4.9021,0.0,17
9543,1364,3,0.0058,0.2706,0.2764,0.5787,465519570.0,0.0302,2.6714,11.8969,0.0,18
9544,1364,4,0.0059,0.2965,0.3024,-1.2287,465519570.0,0.026000000000000002,2.7034,-16.624000000000002,0.0,19
9545,1364,5,,0.2568,0.2568,0.1166,465519570.0,0.0261,2.6415,6.0667,0.0,20
9546,1364,6,,0.2924,0.2924,0.3471,465519570.0,0.0356,2.6771,6.4024,0.0,21
9547,1364,7,,0.3441,0.3441,0.0416,465519570.0,0.0527,2.7288,35.4187,0.0,22
9548,1365,1,3.3743,1.5279,4.9022,3.5452,114430000.0,0.6327,6.1013,20.5155,0.32,1
9549,1365,2,3.3743,1.8663,5.2406,-2.5038,114430000.0,0.7139,6.5062,25.1233,0.51,2
9550,1365,3,1.9162,1.2906,3.2068,-0.0599,171645000.0,0.1932,4.4065,-6.641,0.665,3
9551,1365,4,0.8226,0.807,1.6296,-0.2635,274632000.0,0.0197,2.741,-20.7256,0.575,4
9552,1365,5,0.2151,0.2862,0.5013000000000001,-0.1114,411948000.0,-0.2384,1.5735,-49.0264,0.26,5
9553,1365,6,0.2151,0.3396,0.5547,0.1542,411948000.0,0.0595,1.6335,28.5921,0.0,6
9554,1365,7,0.2151,0.265,0.4801,-0.3802,411948000.0,-0.0732,1.5597,923.8883,0.0,7
9555,1366,1,0.162,1.2864,1.4484,1.2592,45000000.0,1.2288,2.6646,54.3096,0.0,0
9556,1366,2,7.0948,2.1727,9.2675,5.9697,60000000.0,1.3419,10.5637,52.9537,0.325,1
9557,1366,3,4.3965,2.5206,6.9171,-0.8788,90000000.0,1.2936,8.277000000000001,39.3111,0.8899999999999999,2
9558,1366,4,1.6983,1.8804,3.5787,-0.1372,180000000.0,0.7559999999999999,4.8292,18.6785,0.615,3
9559,1366,5,1.7034,2.1894,3.8928000000000003,-1.4239,180000000.0,0.4571,5.1867,0.6504,0.08,4
9560,1366,6,8.2863,1.9723,10.258600000000001,1.2958,234972974.0,0.3728,11.5152,44.129,0.08,5
9561,1366,7,8.2572,3.2402,11.497399999999999,-0.1478,237821474.0,1.4639,12.6556,97.5466,0.55,6
9562,1367,1,1.1445,0.0314,1.1759000000000002,-0.3726,287989200.0,-0.6708,2.3357,11.7692,0.0,16
9563,1367,2,0.9301,0.036000000000000004,0.9661000000000001,1.4237,287989200.0,0.0514,2.1729,12.0695,0.0,17
9564,1367,3,0.9301,-0.1813,0.7488,-0.8995,287989200.0,-0.2173,1.9554,-12.1854,0.0,18
9565,1367,4,0.9301,-0.1479,0.7822,0.1162,287989200.0,0.0334,1.9889,-1.4009,0.0,19
9566,1367,5,0.9301,-0.1567,0.7734000000000001,-0.6274,287989200.0,-0.0088,1.9801,-10.7005,0.0,20
9567,1367,6,4.5524,0.3338,4.8862,0.5048,840844445.0,0.3937,5.9637,186.4052,0.025,21
9568,1367,7,4.5794,0.9634,5.5428,1.1637,840844445.0,0.6829,6.6236,30.395,0.21003599999999997,22
9569,1368,1,0.0114,0.7923,0.8037,0.0719,218140000.0,-0.1586,1.9193,71.2386,0.56,13
9570,1368,2,0.0072,0.4531,0.4603,-0.0121,327210000.0,0.3412,1.5876,-38.8638,0.28,14
9571,1368,3,0.2766,0.252,0.5286,0.2893,425373000.0,0.1973,1.6694,-4.8181,0.0,15
9572,1368,4,0.3257,-0.6841,-0.35840000000000005,-0.0059,425373000.0,-0.9361,0.7889,-48.4165,0.0,16
9573,1368,5,0.3207,-0.5328,-0.21210000000000007,-0.2215,425373000.0,0.1513,0.9027,-63.7926,0.0,17
9574,1368,6,0.3248,-0.8335,-0.5087,0.0097,425373000.0,-0.3007,0.6061,209.1777,0.0,18
9575,1368,7,0.3296,-1.0173,-0.6877000000000001,-0.0205,425373000.0,-0.1839,0.42700000000000005,-56.9758,0.0,19
9576,1369,1,1.8862,0.5608,2.447,-0.6325,540000000.0,0.2227,3.5042,29.921,0.05,2
9577,1369,2,1.8862,0.7057,2.5919,-0.1648,540000000.0,0.2072,3.6615,19.7053,0.05,3
9578,1369,3,2.6571,0.8658,3.5229,-1.2316,599279717.0,0.2885,4.6005,34.5139,0.05,4
9579,1369,4,2.6571,1.1339,3.7909999999999995,0.0204,599279717.0,0.3385,4.8919,27.0992,0.55,5
9580,1369,5,0.8286,0.499,1.3276,0.159,1198559434.0,-0.0387,2.3825,-6.2062,0.525,6
9581,1369,6,0.8286,0.614,1.4426,-0.1755,1198559434.0,0.1231,2.5069,6.4713,0.01,7
9582,1369,7,0.8455,0.7346,1.5801,-0.0263,1190490839.0,0.1381,2.6448,21.7293,0.0175,8
9583,1370,1,3.9396,0.2394,4.179,0.5503,401371188.0,0.2927,5.8297,456.9866,0.0,19
9584,1370,2,2.5359,0.4272,2.9631,0.0811,535364544.0,0.2477,4.4509,4.4904,0.0,20
9585,1370,3,2.5359,0.6492,3.1851,0.2738,535364544.0,0.1518,4.6027,-3.7886,0.023,21
9586,1370,4,2.5359,0.7587,3.2946,-1.8159,535364544.0,0.1638,4.7205,27.6262,0.048,22
9587,1370,5,2.5359,0.7917,3.3276,1.7182,535364544.0,0.0864,4.7569,41.9823,0.038000000000000006,23
9588,1370,6,4.875,1.2164,6.0914,0.0136,535364544.0,0.3858,7.5207,67.5536,0.0165,24
9589,1370,7,2.9954,1.1144,4.1098,-0.9825,795695940.0,0.3158,5.4115,-1.7537,0.053500000000000006,25
9590,1371,1,5.92,4.5225,10.442499999999999,-4.1708,84500000.0,1.5731,11.8544,42.67100000000001,0.9,2
9591,1371,2,5.7518,2.8619,8.6137,0.8579,176100000.0,0.8016,9.8734,-12.4352,1.0,3
9592,1371,3,2.3759,1.6412,4.0171,-0.9249,352200000.0,0.2927,5.1795,-15.0869,0.6000000000000001,4
9593,1371,4,2.3759,1.6601,4.036,-0.1428,352200000.0,0.1189,5.1984,11.8911,0.05,5
9594,1371,5,2.8695,1.9777,4.8472,-0.3937,352200000.0,0.18,6.0384,26.8837,0.015,6
9595,1371,6,4.122,1.699,5.821,1.2832,458004372.0,0.2028,6.9692,32.9516,0.026000000000000002,7
9596,1371,7,4.1226,1.9499,6.0725,0.1377,458004372.0,0.2743,7.222,37.0091,0.025,8
9597,1372,1,5.1989,3.7279,8.9268,-0.5438,383500000.0,1.2238,10.2134,32.299,0.4,2
9598,1372,2,5.2067,4.0904,9.2971,-0.6277,383500000.0,0.7926,10.6227,15.6807,0.4,3
9599,1372,3,2.2846,2.85,5.134600000000001,-1.4247,767000000.0,1.0741,6.3712,35.3638,0.375,4
9600,1372,4,2.0373,4.035,6.0723,0.1527,767000000.0,1.6775,7.4472,11.3244,0.45,5
9601,1372,5,2.0042,4.3672,6.3714,-0.0067,767000000.0,0.9567,7.8131,-15.4043,0.47500000000000003,6
9602,1372,6,1.9846,4.7917,6.776299999999999,0.6161,767000000.0,0.8606,8.2487,-3.7343,0.375,7
9603,1372,7,1.9856,5.5715,7.5571,-0.4424,767000000.0,1.2188,6.0882,39.146,0.6499999999999999,8
9604,1373,1,2.9176,0.9855,3.9031000000000002,1.6595,200000000.0,0.4114,5.0133,10.0396,0.15,1
9605,1373,2,2.9176,1.1086,4.0262,-1.0697,200000000.0,0.3215,5.1974,20.5842,0.22499999999999998,2
9606,1373,3,2.9099,1.03,3.9398999999999997,0.4469,200000000.0,0.243,5.1508,45.0031,0.1625,3
9607,1373,4,2.9099,1.3629,4.2728,-0.4496,200000000.0,0.3876,5.5317,-1.8732,0.0325,4
9608,1373,5,4.5972,1.4911,6.0883,1.6553,234086569.0,0.3879,7.3574,14.3586,0.8200000000000001,5
9609,1373,6,1.1587,0.7034,1.8621,-0.4832,585216422.0,0.1654,2.9753,16.5048,0.8250000000000001,6
9610,1373,7,1.1559,0.7926,1.9485,-0.0683,585216422.0,0.1535,2.8997,12.8684,0.025,7
9611,1374,1,0.5969,1.8066,2.4035,-0.5155,326172356.0,0.4523,3.5968,68.885,0.0,19
9612,1374,2,0.0282,2.1754,2.2036,0.1963,326172356.0,0.2575,3.2036,8.1017,0.0,20
9613,1374,3,1.5823,1.7108,3.2931,1.9252,416428086.0,0.0771,4.3025,-5.6136,0.025,21
9614,1374,4,1.6153,1.0648,2.6801,-0.4698,416428086.0,-0.5921,3.6933,-18.5668,0.025,22
9615,1374,5,4.0703,0.8634,4.9337,-0.1923,521791700.0,0.0207,5.9514,-14.5165,0.01,23
9616,1374,6,4.0703,0.9798,5.0501,-0.6535,521791700.0,0.1432,5.9805,74.9926,0.02,24
9617,1374,7,4.0703,1.1479,5.2181999999999995,-0.3616,521791700.0,0.1922,6.2489,-3.3043,0.045000000000000005,25
9618,1375,1,0.7718,1.3195,2.0913,-0.3281,615862000.0,0.2641,3.1419,17.4393,0.0,13
9619,1375,2,0.7715,1.3333,2.1048,-0.2281,615862000.0,0.0138,3.1553,-8.3049,0.0,14
9620,1375,3,0.7715,1.4445,2.2159999999999997,0.3077,615862000.0,0.1112,3.2665,8.1641,0.0,15
9621,1375,4,1.4871,1.5964,3.0835,0.0559,615862000.0,0.1683,4.1562,26.5696,0.025,16
9622,1375,5,1.2997,1.0812,2.3809,-0.4781,763440333.0,-0.149,3.4473,-22.6603,0.025,17
9623,1375,6,1.2997,1.1919,2.4916,0.1039,763440333.0,0.1107,3.5581,13.3392,0.0,18
9624,1375,7,1.3005,1.4404,2.7409,-0.1218,763440333.0,0.2668,3.8256,22.7889,0.0875,19
9625,1376,1,0.59,0.3066,0.8966,-0.0063,500000000.0,0.2228,1.9234,16.0729,0.0,-3
9626,1376,2,0.818,0.259,1.077,0.2992,625000000.0,0.1717,2.1227,10.8133,0.0,-2
9627,1376,3,0.5894,0.4034,0.9928,-0.0134,625000000.0,0.2042,2.0377,12.7561,0.0,-1
9628,1376,4,0.5952,0.5396,1.1347999999999998,0.192,625000000.0,0.2058,2.1867,18.922,0.0,0
9629,1376,5,0.9031,0.456,1.3591,-0.1088,833333300.0,0.1048,2.407,-4.7364,0.016,1
9630,1376,6,0.9031,0.435,1.3381,-0.1587,833333300.0,0.0119,2.4123,21.2435,0.018000000000000002,2
9631,1376,7,0.9031,0.4375,1.3406,0.0397,833333300.0,0.008,2.3983,13.6298,0.0045000000000000005,3
9632,1377,1,0.0007,0.9277,0.9284,0.2224,78216000.0,0.636,2.0612,52.9379,0.0,-3
9633,1377,2,0.7343,1.4418,2.1761,0.2285,86216000.0,0.6548,3.3511,19.7028,0.0,-2
9634,1377,3,0.7343,1.9571,2.6914,0.1072,86216000.0,0.7803,3.9314,21.4435,0.0,-1
9635,1377,4,0.4452,2.1213,2.5665,-0.1111,103459200.0,0.7176,3.8271,21.5946,0.0,0
9636,1377,5,1.0856,0.9287,2.0143,1.2353,283391200.0,0.3181,2.8851,21.3136,0.075,1
9637,1377,6,1.0945,1.1035,2.198,-0.6849,283371200.0,0.3422,3.1635,51.0416,0.125,2
9638,1377,7,1.7201,1.181,2.9011,0.574,325529157.0,0.3212,,40.1918,0.48,3
9639,1378,1,1.3912,1.8618,3.253,-0.3396,45800000.0,0.9186,4.4363,28.8432,0.0,-2
9640,1378,2,1.3912,2.7811,4.1723,-1.0081,45800000.0,1.2092,5.4795,40.673,0.0,-1
9641,1378,3,1.3912,3.8919,5.2831,0.2838,45800000.0,1.4687,6.7241,27.2139,0.65,0
9642,1378,4,2.8505,2.2656,5.116099999999999,1.8316,109160000.0,0.872,6.3905,41.016999999999996,1.55,1
9643,1378,5,0.0201,0.3036,0.3237,-0.111,545800000.0,0.2081,1.3962,36.126999999999995,0.91,2
9644,1378,6,6.6417,0.6611,7.3028,0.1193,723175694.0,0.4635,8.3739,291.8018,0.56,3
9645,1378,7,2.8289,0.5752,3.4041,0.1587,1446351388.0,0.3014,4.4464,75.92,0.56,4
9646,1379,1,0.8182,0.5859,1.4041000000000001,-0.2628,404513250.0,0.3217,2.517,17.8784,0.04,15
9647,1379,2,0.8212,0.6231,1.4443000000000001,-0.11599999999999999,404513250.0,0.0877,2.5669,-16.8859,0.03,16
9648,1379,3,0.7975,0.623,1.4205,0.1484,404513250.0,0.0258,2.5616,-2.9179,0.03,17
9649,1379,4,1.2085,0.0143,1.2227999999999999,0.0755,528139623.0,-0.4322,2.3461,-9.0936,0.03,18
9650,1379,5,1.2085,0.0732,1.2816999999999998,-0.355,528139623.0,0.0924,2.3924,-15.3557,0.02,19
9651,1379,6,1.2085,-0.1042,1.1042999999999998,0.2973,528139623.0,-0.1543,2.2194,-15.0045,0.02,20
9652,1379,7,1.2085,0.1495,1.3579999999999999,-0.0955,528139623.0,0.0663,2.6918,47.0598,0.03,21
9653,1380,1,5.237,1.5351,6.7721,5.1617,67000000.0,0.5962,7.9827,12.190999999999999,1.3,1
9654,1380,2,2.1185,0.7087,2.8272,-0.9475,134000000.0,0.2824,4.1492,-7.3074,0.725,2
9655,1380,3,2.1185,0.5877,2.7062,-1.0296,134000000.0,0.036000000000000004,3.8181,19.7156,0.09,3
9656,1380,4,2.1185,0.1814,2.2999,-0.2319,134000000.0,-0.3763,3.4216,6.1265,0.015,4
9657,1380,5,2.1185,0.2081,2.3266,-0.1484,134000000.0,0.0441,3.4683,2.028,0.765,5
9658,1380,6,0.2474,0.1492,0.3966,0.2975,335000000.0,0.078,1.4533,-21.8997,0.79,6
9659,1380,7,0.2474,0.1173,0.3647,0.12300000000000001,335000000.0,0.0181,1.4202,-6.52,0.0325,7
9660,1381,1,0.5031,1.5352,2.0383,-0.1048,180000000.0,0.6833,3.2655,23.0045,0.0,0
9661,1381,2,2.929,1.6969,4.6259,2.2439,240000000.0,0.606,5.8567,20.4578,0.1,1
9662,1381,3,2.9508,2.1386,5.0893999999999995,-1.5516,242900000.0,0.7307,6.3885,15.3545,0.225,2
9663,1381,4,2.9698,2.3297,5.2995,-0.0034,243135000.0,0.4934,6.6487,25.4728,0.2,3
9664,1381,5,2.9667,2.2331,5.1998,0.0731,242478000.0,0.0548,6.5218,5.5617,0.075,4
9665,1381,6,4.4914,1.9746,6.465999999999999,2.119,303167662.0,0.2082,7.7556,8.8081,0.075,5
9666,1381,7,4.4939,1.9685,6.4624,-0.1836,302178412.0,0.1494,7.7796,-17.6593,0.325,6
9667,1382,1,3.2984,1.4524,4.7508,-1.0882,210400000.0,0.56,5.9221,12.5663,0.25,2
9668,1382,2,4.8277,1.2001,6.0278,1.8188,257600000.0,0.2445,7.1941,-24.8225,0.64,3
9669,1382,3,1.915,0.7092,2.6242,-0.8876,513700050.0,0.1361,3.7213,13.3432,0.5225,4
9670,1382,4,1.915,0.7819,2.6969000000000003,0.2731,513700050.0,0.0972,3.8034,3.1553,0.0125,5
9671,1382,5,1.915,0.8205,2.7355,-0.1633,513700050.0,0.0532,3.8482,-16.5486,0.01,6
9672,1382,6,1.915,0.9071,2.8221,0.4222,513700050.0,0.0989,3.9405,17.0964,0.01,7
9673,1382,7,1.915,1.0135,2.9285,-0.4595,513700050.0,0.121,4.0479,44.2401,0.01,8
9674,1383,1,2.311,1.2988,3.6098,0.183,2383000000.0,0.3603,4.8325,14.9189,0.1,5
9675,1383,2,2.2828,1.2164,3.4992,-0.6424,2383000000.0,0.0178,4.7224,-6.7876,0.1,6
9676,1383,3,2.2818,1.2562,3.5380000000000003,0.377,2383000000.0,0.1468,4.7651,27.4459,0.07500000000000001,7
9677,1383,4,2.2083,1.3146,3.5229,-0.7536,2383000000.0,0.1217,4.7709,-4.0537,0.05,8
9678,1383,5,2.2083,1.2676,3.4759,0.9004,2383000000.0,0.0127,4.7738,10.3927,0.05,9
9679,1383,6,2.2625,1.219,3.4815000000000005,-0.3193,2383000000.0,0.0419,4.8165,3.7697,0.05,10
9680,1383,7,2.6599,1.1936,3.8535,-0.3929,2383000000.0,0.1986,5.1534,1.4943,0.07500000000000001,11
9681,1384,1,6.4025,1.0408,7.4433,3.1863,215000000.0,0.6256,8.5983,18.0543,0.2,1
9682,1384,2,6.4025,1.3067,7.7092,-1.6348,215000000.0,0.4989,8.8961,-0.4479,0.19,2
9683,1384,3,6.4025,1.4856,7.8881,-0.9535,215000000.0,0.3908,9.0966,2.7787,0.16499999999999998,3
9684,1384,4,6.4025,1.6142,8.0167,0.1196,215000000.0,0.3225,9.2703,17.1746,0.135,4
9685,1384,5,7.9278,1.7506,9.6784,-0.192,215000000.0,0.3995,10.9725,14.593,0.6200000000000001,5
9686,1384,6,2.9935,0.8355,3.829,0.1238,627219708.0,0.2923,4.9822,29.7492,0.6050000000000001,6
